iteration,system,target_emotion,control_params,judged_V,judged_A,judged_D,judge_family,judge_confidence,distance_to_target,accepted
1016,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.05, 0.033, -0.041, -0.134, 0.31, -0.008, 0.089, 0.152];sent=s11;draw0;g07;pdis=0.27;wavlm=disgust",-0.506,0.536,0.285,surprise,0.6,0.18,1
1017,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.05, 0.033, -0.041, -0.134, 0.31, -0.008, 0.089, 0.152];sent=d01;draw1;g07;pdis=0.18;wavlm=contempt",-0.225,0.533,0.306,joy,1.0,0.145,0
1018,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.104, 0.062, -0.315, -0.091, 0.413, -0.011, -0.319, 0.155];sent=s11;draw0;g07;pdis=0.28;wavlm=disgust",-0.509,0.552,0.28,surprise,0.4,0.178,1
1019,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.104, 0.062, -0.315, -0.091, 0.413, -0.011, -0.319, 0.155];sent=d01;draw1;g07;pdis=0.20;wavlm=contempt",-0.29,0.519,0.282,joy,0.8,0.097,0
1020,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.172, 0.182, -0.205, -0.153, 0.226, 0.066, -0.34, 0.256];sent=s11;draw0;g07;pdis=0.27;wavlm=disgust",-0.49,0.552,0.303,neutral,0.6,0.167,1
1021,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.172, 0.182, -0.205, -0.153, 0.226, 0.066, -0.34, 0.256];sent=d01;draw1;g07;pdis=0.20;wavlm=contempt",-0.324,0.488,0.25,joy,0.8,0.103,0
1022,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.397, 0.061, -0.008, -0.269, 0.256, -0.032, -0.018, 0.185];sent=s11;draw0;g07;pdis=0.22;wavlm=anger",-0.587,0.655,0.473,surprise,0.6,0.345,0
1023,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.397, 0.061, -0.008, -0.269, 0.256, -0.032, -0.018, 0.185];sent=d01;draw1;g07;pdis=0.19;wavlm=contempt",-0.249,0.639,0.449,joy,0.6,0.233,0
1024,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.012, 0.12, -0.37, -0.011, 0.411, 0.118, -0.288, 0.27];sent=s11;draw0;g08;pdis=0.27;wavlm=disgust",-0.48,0.533,0.272,neutral,0.8,0.155,1
1025,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.012, 0.12, -0.37, -0.011, 0.411, 0.118, -0.288, 0.27];sent=d01;draw1;g08;pdis=0.23;wavlm=contempt",-0.363,0.541,0.299,joy,0.8,0.08,0
1026,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.098, 0.285, -0.564, 0.088, 0.199, 0.093, -0.136, 0.136];sent=s11;draw0;g08;pdis=0.26;wavlm=disgust",-0.536,0.609,0.363,anger,0.6,0.232,1
1027,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.098, 0.285, -0.564, 0.088, 0.199, 0.093, -0.136, 0.136];sent=d01;draw1;g08;pdis=0.18;wavlm=contempt",-0.231,0.56,0.364,joy,0.6,0.168,0
1028,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.159, 0.315, -0.209, -0.363, 0.296, 0.014, -0.105, 0.14];sent=s11;draw0;g08;pdis=0.26;wavlm=contempt",-0.406,0.567,0.308,surprise,0.6,0.097,0
1029,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.159, 0.315, -0.209, -0.363, 0.296, 0.014, -0.105, 0.14];sent=d01;draw1;g08;pdis=0.20;wavlm=contempt",-0.296,0.571,0.358,joy,0.8,0.127,0
1030,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.032, 0.208, -0.365, -0.13, 0.192, 0.158, -0.419, 0.124];sent=s11;draw0;g08;pdis=0.24;wavlm=disgust",-0.401,0.504,0.231,surprise,0.4,0.106,1
1031,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.032, 0.208, -0.365, -0.13, 0.192, 0.158, -0.419, 0.124];sent=d01;draw1;g08;pdis=0.22;wavlm=contempt",-0.342,0.495,0.233,joy,0.8,0.095,0
1032,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.294, 0.133, -0.171, 0.049, 0.191, -0.219, -0.456, 0.088];sent=s11;draw0;g08;pdis=0.27;wavlm=disgust",-0.364,0.583,0.298,anger,0.4,0.063,1
1033,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.294, 0.133, -0.171, 0.049, 0.191, -0.219, -0.456, 0.088];sent=d01;draw1;g08;pdis=0.20;wavlm=contempt",-0.269,0.578,0.36,joy,0.8,0.14,0
1034,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.064, 0.039, -0.403, -0.03, 0.087, 0.226, -0.329, 0.146];sent=s11;draw0;g08;pdis=0.23;wavlm=disgust",-0.437,0.445,0.135,neutral,0.6,0.204,1
1035,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.064, 0.039, -0.403, -0.03, 0.087, 0.226, -0.329, 0.146];sent=d01;draw1;g08;pdis=0.17;wavlm=contempt",-0.273,0.444,0.194,joy,0.8,0.167,0
1036,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.312, 0.127, -0.172, -0.252, 0.188, -0.051, -0.353, 0.146];sent=s11;draw0;g08;pdis=0.22;wavlm=contempt",-0.376,0.474,0.212,neutral,1.0,0.125,0
1037,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.312, 0.127, -0.172, -0.252, 0.188, -0.051, -0.353, 0.146];sent=d01;draw1;g08;pdis=0.21;wavlm=contempt",-0.31,0.541,0.314,anger,0.4,0.094,0
1038,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.113, 0.299, -0.172, 0.107, 0.377, 0.035, -0.362, 0.135];sent=s11;draw0;g08;pdis=0.24;wavlm=contempt",-0.541,0.598,0.391,neutral,0.4,0.252,0
1039,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.113, 0.299, -0.172, 0.107, 0.377, 0.035, -0.362, 0.135];sent=d01;draw1;g08;pdis=0.20;wavlm=contempt",-0.314,0.613,0.418,anger,0.8,0.181,0
1040,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.237, -0.146, -0.442, -0.048, 0.36, 0.041, -0.258, 0.057];sent=s11;draw0;g09;pdis=0.27;wavlm=disgust",-0.402,0.539,0.244,anger,0.6,0.081,1
1041,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.237, -0.146, -0.442, -0.048, 0.36, 0.041, -0.258, 0.057];sent=d01;draw1;g09;pdis=0.22;wavlm=contempt",-0.355,0.495,0.249,joy,0.8,0.096,0
1042,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.029, 0.056, -0.228, 0.189, 0.385, -0.142, -0.206, 0.307];sent=s11;draw0;g09;pdis=0.25;wavlm=disgust",-0.454,0.503,0.247,anger,0.4,0.144,1
1043,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.029, 0.056, -0.228, 0.189, 0.385, -0.142, -0.206, 0.307];sent=d01;draw1;g09;pdis=0.20;wavlm=contempt",-0.304,0.506,0.274,joy,0.4,0.098,0
1044,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.143, 0.056, -0.265, -0.065, 0.367, 0.125, -0.161, -0.133];sent=s11;draw0;g09;pdis=0.25;wavlm=disgust",-0.38,0.508,0.194,anger,0.6,0.102,1
1045,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.143, 0.056, -0.265, -0.065, 0.367, 0.125, -0.161, -0.133];sent=d01;draw1;g09;pdis=0.22;wavlm=contempt",-0.332,0.576,0.352,joy,0.8,0.113,0
1046,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.072, 0.137, -0.321, -0.172, 0.126, 0.298, -0.335, 0.138];sent=s11;draw0;g09;pdis=0.21;wavlm=disgust",-0.442,0.418,0.1,surprise,0.4,0.244,1
1047,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.072, 0.137, -0.321, -0.172, 0.126, 0.298, -0.335, 0.138];sent=d01;draw1;g09;pdis=0.15;wavlm=sadness",-0.278,0.418,0.121,joy,0.8,0.218,0
1048,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.094, 0.443, -0.204, 0.099, 0.172, 0.054, -0.393, 0.143];sent=s11;draw0;g09;pdis=0.24;wavlm=anger",-0.554,0.622,0.412,surprise,0.6,0.276,0
1049,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.094, 0.443, -0.204, 0.099, 0.172, 0.054, -0.393, 0.143];sent=d01;draw1;g09;pdis=0.20;wavlm=contempt",-0.296,0.561,0.355,anger,0.6,0.127,0
1050,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.188, 0.204, -0.221, -0.229, 0.082, -0.114, -0.336, 0.226];sent=s11;draw0;g09;pdis=0.28;wavlm=disgust",-0.469,0.556,0.284,anger,0.6,0.14,1
1051,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.188, 0.204, -0.221, -0.229, 0.082, -0.114, -0.336, 0.226];sent=d01;draw1;g09;pdis=0.21;wavlm=contempt",-0.328,0.501,0.25,joy,1.0,0.091,0
1052,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.005, 0.177, -0.225, 0.181, 0.232, 0.286, -0.28, 0.214];sent=s11;draw0;g09;pdis=0.23;wavlm=disgust",-0.416,0.457,0.157,anger,0.39,0.174,1
1053,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.005, 0.177, -0.225, 0.181, 0.232, 0.286, -0.28, 0.214];sent=d01;draw1;g09;pdis=0.19;wavlm=contempt",-0.336,0.462,0.236,neutral,1.0,0.129,0
1054,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.083, 0.015, 0.011, 0.315, 0.436, 0.235, -0.36, 0.145];sent=s11;draw0;g09;pdis=0.26;wavlm=disgust",-0.561,0.459,0.213,neutral,0.4,0.258,1
1055,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.083, 0.015, 0.011, 0.315, 0.436, 0.235, -0.36, 0.145];sent=d01;draw1;g09;pdis=0.16;wavlm=sadness",-0.302,0.408,0.108,anger,0.4,0.228,0
1056,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.092, 0.04, -0.432, 0.161, 0.407, -0.249, -0.171, -0.047];sent=s11;draw0;g10;pdis=0.26;wavlm=disgust",-0.423,0.584,0.327,neutral,0.6,0.12,1
1057,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.092, 0.04, -0.432, 0.161, 0.407, -0.249, -0.171, -0.047];sent=d01;draw1;g10;pdis=0.21;wavlm=contempt",-0.333,0.58,0.367,joy,0.8,0.127,0
1058,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.342, 0.161, -0.305, -0.079, -0.103, 0.171, -0.358, -0.028];sent=s11;draw0;g10;pdis=0.22;wavlm=disgust",-0.401,0.453,0.125,surprise,0.4,0.189,1
1059,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.342, 0.161, -0.305, -0.079, -0.103, 0.171, -0.358, -0.028];sent=d01;draw1;g10;pdis=0.21;wavlm=contempt",-0.34,0.486,0.221,joy,1.0,0.106,0
1060,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.129, 0.06, -0.342, -0.177, 0.534, -0.087, -0.132, 0.072];sent=s11;draw0;g10;pdis=0.25;wavlm=disgust",-0.435,0.506,0.243,surprise,0.6,0.127,1
1061,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.129, 0.06, -0.342, -0.177, 0.534, -0.087, -0.132, 0.072];sent=d01;draw1;g10;pdis=0.19;wavlm=contempt",-0.264,0.528,0.287,joy,1.0,0.109,0
1062,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.162, 0.137, -0.389, 0.085, 0.26, -0.041, -0.319, -0.094];sent=s11;draw0;g10;pdis=0.24;wavlm=disgust",-0.352,0.515,0.21,neutral,0.6,0.082,1
1063,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.162, 0.137, -0.389, 0.085, 0.26, -0.041, -0.319, -0.094];sent=d01;draw1;g10;pdis=0.22;wavlm=contempt",-0.339,0.568,0.35,joy,1.0,0.112,0
1064,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.228, 0.198, -0.036, -0.108, 0.002, 0.067, -0.28, 0.185];sent=s11;draw0;g10;pdis=0.20;wavlm=sadness",-0.408,0.419,0.074,anger,0.6,0.248,0
1065,indextts2-p5a-disgust,disgust,"raw_emo_vector=[-0.228, 0.198, -0.036, -0.108, 0.002, 0.067, -0.28, 0.185];sent=d01;draw1;g10;pdis=0.19;wavlm=contempt",-0.336,0.444,0.174,joy,1.0,0.161,0
1066,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.421, -0.081, -0.338, -0.089, -0.017, 0.268, -0.106, 0.281];sent=s11;draw0;g10;pdis=0.24;wavlm=disgust",-0.397,0.5,0.217,anger,0.6,0.109,1
1067,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.421, -0.081, -0.338, -0.089, -0.017, 0.268, -0.106, 0.281];sent=d01;draw1;g10;pdis=0.18;wavlm=contempt",-0.278,0.493,0.266,joy,1.0,0.118,0
1068,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.345, -0.03, -0.276, 0.129, 0.332, 0.03, -0.348, -0.042];sent=s11;draw0;g10;pdis=0.26;wavlm=disgust",-0.42,0.586,0.325,anger,0.6,0.116,1
1069,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.345, -0.03, -0.276, 0.129, 0.332, 0.03, -0.348, -0.042];sent=d01;draw1;g10;pdis=0.20;wavlm=contempt",-0.256,0.577,0.341,joy,0.8,0.132,0
1070,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.318, 0.101, -0.561, 0.182, 0.288, 0.068, -0.044, 0.005];sent=s11;draw0;g10;pdis=0.23;wavlm=anger",-0.504,0.632,0.418,anger,0.4,0.246,0
1071,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.318, 0.101, -0.561, 0.182, 0.288, 0.068, -0.044, 0.005];sent=d01;draw1;g10;pdis=0.20;wavlm=contempt",-0.302,0.619,0.411,joy,0.8,0.178,0
1072,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.237, -0.146, -0.442, -0.048, 0.36, 0.041, -0.258, 0.057];sent=d02;draw0;heldout;pdis=0.26;wavlm=disgust",-0.414,0.526,0.254,anger,0.38,0.099,1
1073,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.237, -0.146, -0.442, -0.048, 0.36, 0.041, -0.258, 0.057];sent=d02;draw1;heldout;pdis=0.25;wavlm=disgust",-0.419,0.507,0.246,anger,0.38,0.115,1
1074,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.237, -0.146, -0.442, -0.048, 0.36, 0.041, -0.258, 0.057];sent=d03;draw0;heldout;pdis=0.16;wavlm=contempt",-0.205,0.48,0.207,anger,0.4,0.177,0
1075,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.237, -0.146, -0.442, -0.048, 0.36, 0.041, -0.258, 0.057];sent=d03;draw1;heldout;pdis=0.17;wavlm=contempt",-0.225,0.486,0.22,neutral,0.8,0.157,0
1076,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.237, -0.146, -0.442, -0.048, 0.36, 0.041, -0.258, 0.057];sent=s16;draw0;heldout;pdis=0.16;wavlm=contempt",-0.21,0.484,0.192,anger,0.4,0.174,0
1077,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.237, -0.146, -0.442, -0.048, 0.36, 0.041, -0.258, 0.057];sent=s16;draw1;heldout;pdis=0.14;wavlm=contempt",-0.189,0.456,0.154,anger,0.8,0.219,0
1078,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.237, -0.146, -0.442, -0.048, 0.36, 0.041, -0.258, 0.057];sent=s03;draw0;heldout;pdis=0.13;wavlm=neutral",-0.115,0.479,0.207,neutral,1.0,0.253,0
1079,indextts2-p5a-disgust,disgust,"raw_emo_vector=[0.237, -0.146, -0.442, -0.048, 0.36, 0.041, -0.258, 0.057];sent=s03;draw1;heldout;pdis=0.09;wavlm=neutral",-0.007,0.427,0.128,neutral,1.0,0.387,0
1080,indextts2-live-demo,ear-input,live_input=001.wav,0.414,0.601,0.311,joy,0.8,,
1081,indextts2-live-demo,ear-input,live_input=001.wav,0.414,0.601,0.311,joy,0.8,,
1082,indextts2-live-demo,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];mode=mirror",0.863,0.578,0.401,joy,0.8,,1
1083,indextts2-live-demo,ear-input,live_input=007.wav,-0.168,0.388,-0.034,fear,0.6,,
1084,indextts2-live-demo,neutral,"raw_emo_vector=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];mode=respond",0.136,0.372,0.048,sadness,0.6,,0
1085,indextts2-p5a-blind,neutral,"raw_emo_vector=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];longclip;draw0",0.035,0.442,0.133,neutral,0.41,,1
1086,indextts2-p5a-blind,fear,"raw_emo_vector=[0.115, -0.286, 0.319, 0.296, 0.069, 0.165, 0.071, -0.278];longclip;draw0",0.08,0.435,0.139,surprise,0.4,,0
1087,indextts2-p5a-blind,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];longclip;draw1",0.018,0.515,0.226,anger,0.6,,0
1088,indextts2-p5a-blind,surprise,"raw_emo_vector=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0];longclip;draw0",-0.046,0.776,0.578,surprise,1.0,,1
1089,indextts2-p5a-blind,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];longclip;draw0",0.043,0.495,0.186,anger,0.8,,0
1090,indextts2-p5a-blind,anger,"raw_emo_vector=[0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2];longclip;draw0",-0.393,0.828,0.658,anger,1.0,,1
1091,indextts2-p5a-blind,disgust,"raw_emo_vector=[0.237, -0.146, -0.442, -0.048, 0.36, 0.041, -0.258, 0.057];longclip;draw0",-0.016,0.455,0.159,neutral,1.0,,0
1092,indextts2-p5a-blind,sadness,"raw_emo_vector=[0.007, 0.063, 0.005, 0.052, 0.079, 0.784, -0.095, 0.206];longclip;draw0",-0.09,0.324,-0.023,neutral,1.0,,0
1093,indextts2-congruence,anger,"raw_emo_vector=[0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2];arm=flat;draw0;wavlm=anger;pdis=0.19",-0.393,0.828,0.658,anger,1.0,,1
1094,indextts2-congruence,anger,"raw_emo_vector=[0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2];arm=flat;draw1;wavlm=anger;pdis=0.19",-0.327,0.881,0.728,anger,1.0,,1
1095,indextts2-congruence,anger,"raw_emo_vector=[0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2];arm=cong;draw0;wavlm=anger;pdis=0.18",-0.706,0.884,0.778,anger,1.0,,1
1096,indextts2-congruence,anger,"raw_emo_vector=[0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2];arm=cong;draw1;wavlm=anger;pdis=0.18",-0.652,0.894,0.785,anger,1.0,,1
1097,indextts2-congruence,surprise,"raw_emo_vector=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0];arm=flat;draw0;wavlm=surprise;pdis=0.15",-0.046,0.776,0.578,surprise,1.0,,1
1098,indextts2-congruence,surprise,"raw_emo_vector=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0];arm=flat;draw1;wavlm=contempt;pdis=0.17",-0.133,0.786,0.572,surprise,0.6,,1
1099,indextts2-congruence,surprise,"raw_emo_vector=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0];arm=cong;draw0;wavlm=anger;pdis=0.18",-0.487,0.765,0.52,surprise,1.0,,1
1100,indextts2-congruence,surprise,"raw_emo_vector=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0];arm=cong;draw1;wavlm=anger;pdis=0.18",-0.473,0.797,0.586,anger,0.8,,0
1101,indextts2-congruence,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];arm=flat;draw0;wavlm=neutral;pdis=0.09",0.043,0.495,0.186,anger,0.8,,0
1102,indextts2-congruence,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];arm=flat;draw1;wavlm=surprise;pdis=0.11",-0.019,0.548,0.251,anger,0.6,,0
1103,indextts2-congruence,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];arm=cong;draw0;wavlm=neutral;pdis=0.11",-0.042,0.488,0.21,joy,0.8,,1
1104,indextts2-congruence,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];arm=cong;draw1;wavlm=neutral;pdis=0.12",-0.067,0.516,0.253,joy,0.6,,1
1105,indextts2-congruence,sadness,"raw_emo_vector=[0.007, 0.063, 0.005, 0.052, 0.079, 0.784, -0.095, 0.206];arm=flat;draw0;wavlm=neutral;pdis=0.09",-0.09,0.324,-0.023,neutral,1.0,,0
1106,indextts2-congruence,sadness,"raw_emo_vector=[0.007, 0.063, 0.005, 0.052, 0.079, 0.784, -0.095, 0.206];arm=flat;draw1;wavlm=neutral;pdis=0.09",-0.113,0.304,-0.049,neutral,1.0,,0
1107,indextts2-congruence,sadness,"raw_emo_vector=[0.007, 0.063, 0.005, 0.052, 0.079, 0.784, -0.095, 0.206];arm=cong;draw0;wavlm=sadness;pdis=0.14",-0.311,0.366,0.056,fear,0.6,,0
1108,indextts2-congruence,sadness,"raw_emo_vector=[0.007, 0.063, 0.005, 0.052, 0.079, 0.784, -0.095, 0.206];arm=cong;draw1;wavlm=sadness;pdis=0.13",-0.315,0.343,0.007,sadness,0.6,,1
1109,indextts2-congruence,fear,"raw_emo_vector=[0.115, -0.286, 0.319, 0.296, 0.069, 0.165, 0.071, -0.278];arm=flat;draw0;wavlm=neutral;pdis=0.08",0.08,0.435,0.139,surprise,0.4,,0
1110,indextts2-congruence,fear,"raw_emo_vector=[0.115, -0.286, 0.319, 0.296, 0.069, 0.165, 0.071, -0.278];arm=flat;draw1;wavlm=neutral;pdis=0.08",0.046,0.438,0.11,surprise,0.6,,0
1111,indextts2-congruence,fear,"raw_emo_vector=[0.115, -0.286, 0.319, 0.296, 0.069, 0.165, 0.071, -0.278];arm=cong;draw0;wavlm=contempt;pdis=0.18",-0.212,0.535,0.226,fear,1.0,,1
1112,indextts2-congruence,fear,"raw_emo_vector=[0.115, -0.286, 0.319, 0.296, 0.069, 0.165, 0.071, -0.278];arm=cong;draw1;wavlm=contempt;pdis=0.17",-0.242,0.474,0.159,fear,1.0,,1
1113,indextts2-congruence,disgust,"raw_emo_vector=[0.237, -0.146, -0.442, -0.048, 0.36, 0.041, -0.258, 0.057];arm=flat;draw0;wavlm=neutral;pdis=0.09",-0.016,0.455,0.159,neutral,1.0,,0
1114,indextts2-congruence,disgust,"raw_emo_vector=[0.237, -0.146, -0.442, -0.048, 0.36, 0.041, -0.258, 0.057];arm=flat;draw1;wavlm=neutral;pdis=0.11",-0.036,0.507,0.202,neutral,0.8,,0
1115,indextts2-congruence,disgust,"raw_emo_vector=[0.237, -0.146, -0.442, -0.048, 0.36, 0.041, -0.258, 0.057];arm=cong;draw0;wavlm=contempt;pdis=0.23",-0.361,0.502,0.23,anger,0.4,,0
1116,indextts2-congruence,disgust,"raw_emo_vector=[0.237, -0.146, -0.442, -0.048, 0.36, 0.041, -0.258, 0.057];arm=cong;draw1;wavlm=disgust;pdis=0.23",-0.377,0.493,0.214,neutral,0.4,,0
1117,indextts2-user-voice-speech,neutral,"raw_emo_vector=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];act1;congruent;spk=user",0.001,0.169,-0.23,sadness,1.0,,0
1118,indextts2-user-voice-speech,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];act2;congruent;spk=user",-0.329,0.201,-0.293,fear,0.8,,0
1119,indextts2-user-voice-speech,surprise,"raw_emo_vector=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0];act3;congruent;spk=user",-0.573,0.893,0.763,surprise,0.8,,1
1120,indextts2-user-voice-speech,fear,"raw_emo_vector=[0.115, -0.286, 0.319, 0.296, 0.069, 0.165, 0.071, -0.278];act4;congruent;spk=user",-0.276,0.1,-0.404,fear,0.6,,1
1121,indextts2-user-voice-speech,anger,"raw_emo_vector=[0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2];act5;congruent;spk=user",-0.574,0.85,0.704,anger,1.0,,1
1122,indextts2-user-voice-speech,sadness,"raw_emo_vector=[0.007, 0.063, 0.005, 0.052, 0.079, 0.784, -0.095, 0.206];act6;congruent;spk=user",-0.26,0.204,-0.28,sadness,0.8,,1
1123,indextts2-user-voice-speech,joy,"raw_emo_vector=[0.409, -0.266, 0.022, 0.131, 0.058, -0.19, -0.23, 0.003];act7;congruent;spk=user",0.017,0.177,-0.274,sadness,0.6,,0
1124,indextts2-user-voice-3min,neutral,"raw_emo_vector=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];act1;3min;spk=user",-0.064,0.143,-0.291,fear,0.6,,0
1125,indextts2-user-voice-3min,joy,emo_audio=rav_happy;alpha=1.0;act2;3min;spk=user,-0.058,0.573,0.284,joy,1.0,,1
1126,indextts2-user-voice-3min,surprise,"raw_emo_vector=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0];act3;3min;spk=user",-0.697,0.91,0.797,surprise,0.8,,1
1127,indextts2-user-voice-3min,fear,"raw_emo_vector=[0.115, -0.286, 0.319, 0.296, 0.069, 0.165, 0.071, -0.278];act4;3min;spk=user",-0.284,0.124,-0.429,fear,0.8,,1
1128,indextts2-user-voice-3min,anger,"raw_emo_vector=[0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2];act5;3min;spk=user",-0.541,0.876,0.703,surprise,0.6,,0
1129,indextts2-user-voice-3min,sadness,"raw_emo_vector=[0.007, 0.063, 0.005, 0.052, 0.079, 0.784, -0.095, 0.206];act6;3min;spk=user",-0.209,0.223,-0.184,sadness,0.6,,1
1130,indextts2-user-voice-3min,joy,emo_audio=rav_happy;alpha=1.0;act7;3min;spk=user,-0.014,0.571,0.283,joy,0.8,,1
1131,indextts2-user-narration,narration,raw_emo_vector=[0]*8;para1;calm_register;spk=user,0.027,0.163,-0.309,sadness,0.6,,
1132,indextts2-user-narration,narration,raw_emo_vector=[0]*8;para2;calm_register;spk=user,-0.254,0.19,-0.275,sadness,0.6,,
1133,indextts2-user-narration,narration,raw_emo_vector=[0]*8;para3;calm_register;spk=user,-0.187,0.14,-0.337,sadness,0.6,,
1134,indextts2-user-narration,narration,raw_emo_vector=[0]*8;para4;calm_register;spk=user,-0.094,0.145,-0.294,sadness,1.0,,
1135,indextts2-user-narration,narration,raw_emo_vector=[0]*8;para5;calm_register;spk=user,-0.173,0.204,-0.206,sadness,0.8,,
1136,indextts2-user-narration-dry,narration,raw_emo_vector=[0]*8;para1;calm_register;spk=user,0.077,0.284,-0.147,joy,0.4,,
1137,indextts2-user-narration-dry,narration,raw_emo_vector=[0]*8;para2;calm_register;spk=user,-0.374,0.143,-0.575,sadness,0.6,,
